accuracy,loss,multiclass_dice,val_accuracy,val_loss,val_multiclass_dice,learning_rate
0.8313829302787781,0.5479764342308044,0.558294415473938,0.18109920620918274,422.3673400878906,0.22130069136619568,0.0010000000474974513
0.90142822265625,0.2763243615627289,0.7255477905273438,0.8426116704940796,1.2073794603347778,0.6332340836524963,0.0010000000474974513
0.9103535413742065,0.24076563119888306,0.7523471117019653,0.5206704139709473,20.051692962646484,0.24755975604057312,0.0010000000474974513
0.9223555326461792,0.2066323459148407,0.7883132100105286,0.9054158329963684,0.30375248193740845,0.7553381323814392,0.0010000000474974513
0.929105818271637,0.18697965145111084,0.8084705471992493,0.8938488364219666,0.3464098870754242,0.708564817905426,0.0010000000474974513
0.9324379563331604,0.17506501078605652,0.8172680139541626,0.9280438423156738,0.18859903514385223,0.8053576350212097,0.0010000000474974513
0.9395487308502197,0.1538408249616623,0.8375897407531738,0.9071266651153564,0.2863020896911621,0.781286358833313,0.0010000000474974513
0.9391785264015198,0.15505093336105347,0.8366496562957764,0.9211296439170837,0.20390857756137848,0.7769181728363037,0.0010000000474974513
0.9476912617683411,0.13101916015148163,0.8597889542579651,0.9454619288444519,0.13363023102283478,0.8464303612709045,0.00020000000949949026
0.9502138495445251,0.12273559719324112,0.8661506175994873,0.9475982189178467,0.12895293533802032,0.8525766730308533,0.00020000000949949026
0.9514691233634949,0.1197025403380394,0.8696701526641846,0.9512773156166077,0.11992090940475464,0.8636795878410339,0.00020000000949949026
0.9522771835327148,0.1175738200545311,0.8719383478164673,0.9510002136230469,0.11971145868301392,0.8640062212944031,0.00020000000949949026
0.9534780979156494,0.11409296095371246,0.876214861869812,0.9507886171340942,0.11951501667499542,0.863318145275116,0.00020000000949949026
0.9535576105117798,0.11390264332294464,0.8763003945350647,0.9511035084724426,0.12098187208175659,0.8678420782089233,0.00020000000949949026
0.9542714953422546,0.11162503063678741,0.8783208727836609,0.951990008354187,0.11809132248163223,0.8659602403640747,0.00020000000949949026
0.9547280073165894,0.1104792058467865,0.8794344663619995,0.9531033635139465,0.11540808528661728,0.8719594478607178,0.00020000000949949026
0.955978274345398,0.10772603005170822,0.8824152946472168,0.9527673125267029,0.11555292457342148,0.8691697716712952,0.00020000000949949026
0.95571368932724,0.10712382197380066,0.8823941946029663,0.9483404755592346,0.13045474886894226,0.8574665784835815,0.00020000000949949026
0.9587215185165405,0.10008807480335236,0.8898748755455017,0.9555686712265015,0.1077873557806015,0.8786662817001343,4.0000002627493814e-05
0.9596770405769348,0.09747980535030365,0.8925982117652893,0.9556859135627747,0.1083671972155571,0.8779268264770508,4.0000002627493814e-05
0.9602341651916504,0.09608498215675354,0.8938210010528564,0.9555758237838745,0.10859670490026474,0.8771763443946838,4.0000002627493814e-05
0.9608005285263062,0.09470106661319733,0.8956766724586487,0.9565467834472656,0.1068115159869194,0.8816184997558594,9.999999747378752e-06
0.9607753753662109,0.09452398121356964,0.8956543803215027,0.9564839601516724,0.10700492560863495,0.8810466527938843,9.999999747378752e-06
0.9607730507850647,0.09461524337530136,0.8955284357070923,0.9561575651168823,0.10766062140464783,0.8799296021461487,9.999999747378752e-06
0.9609525203704834,0.09416651725769043,0.8959056735038757,0.9563375115394592,0.10758966952562332,0.8803755640983582,9.999999747378752e-06
0.9607266187667847,0.09475599974393845,0.8954799771308899,0.9566706418991089,0.10655393451452255,0.8818027973175049,9.999999747378752e-06
0.9610350728034973,0.09399011731147766,0.8964686989784241,0.9561259150505066,0.1078834980726242,0.8797910213470459,9.999999747378752e-06
0.9610707759857178,0.09394378215074539,0.8961688876152039,0.9568471908569336,0.10632674396038055,0.8822182416915894,9.999999747378752e-06
0.9611679911613464,0.09370290488004684,0.8966950178146362,0.9567326307296753,0.10649286955595016,0.8817536234855652,9.999999747378752e-06
0.9610053896903992,0.09387686848640442,0.896266520023346,0.9569751024246216,0.10608857125043869,0.8823792338371277,9.999999747378752e-06
0.9612253308296204,0.09374969452619553,0.8968545198440552,0.9566783308982849,0.10660803318023682,0.8819479942321777,9.999999747378752e-06
0.961426317691803,0.09325731545686722,0.8974588513374329,0.9566821455955505,0.1065889298915863,0.8814934492111206,9.999999747378752e-06
0.9613275527954102,0.09312482178211212,0.8969810605049133,0.956989049911499,0.10612820088863373,0.8826051354408264,9.999999747378752e-06
0.961584210395813,0.09273108094930649,0.8977728486061096,0.9567815661430359,0.10676183551549911,0.8820207118988037,9.999999747378752e-06
0.9615951180458069,0.0926174446940422,0.8976858258247375,0.9570520520210266,0.10595204681158066,0.8827477097511292,9.999999747378752e-06
0.9617362022399902,0.09234096109867096,0.8979128003120422,0.9568667411804199,0.10633194446563721,0.8824934959411621,9.999999747378752e-06
0.9618085622787476,0.09205888211727142,0.8983895182609558,0.9568017721176147,0.10658775269985199,0.881893515586853,9.999999747378752e-06
0.9618575572967529,0.09198188781738281,0.8984837532043457,0.9573479294776917,0.1054411381483078,0.8837761878967285,9.999999747378752e-06
0.9618313908576965,0.09207379072904587,0.8984443545341492,0.9572598338127136,0.10578504204750061,0.8830986618995667,9.999999747378752e-06
0.9617748260498047,0.09196127951145172,0.8983336091041565,0.9573469161987305,0.10536766797304153,0.883632481098175,9.999999747378752e-06
0.9617286920547485,0.09223577380180359,0.8979363441467285,0.957022488117218,0.10585319250822067,0.8828067183494568,9.999999747378752e-06
0.9621642827987671,0.09098931401968002,0.8993019461631775,0.9568657279014587,0.10607465356588364,0.8824414014816284,9.999999747378752e-06
0.9622575044631958,0.09108026325702667,0.8994662761688232,0.9569938778877258,0.10633598268032074,0.8824840784072876,9.999999747378752e-06
